CheckSum,NumberOfBallotsWithOnlySubstitutesVotes,NumberOfBallotsWithOnlyTitularVotes,NumberOfBallotsWithTitularAndSubstitutesVotes,NumberOfHeaderVotes,kanton,name,niscode,validvotes
30081,7,211,44,341,SPECIAAL KANTON: BUZA ANTWERPEN,Open Vld,10999,603
78732,4,348,32,322,SPECIAAL KANTON: BUZA ANTWERPEN,N-VA,10999,706
12581,2,76,18,119,SPECIAAL KANTON: BUZA ANTWERPEN,VLAAMS BELANG,10999,215
42814,1,63,16,139,SPECIAAL KANTON: BUZA ANTWERPEN,CD&V,10999,219
11050,0,38,13,66,SPECIAAL KANTON: BUZA ANTWERPEN,PVDA,10999,117
41604,6,168,56,379,SPECIAAL KANTON: BUZA ANTWERPEN,GROEN,10999,609
91304,0,69,19,122,SPECIAAL KANTON: BUZA ANTWERPEN,sp.a,10999,210
710,0,3,2,10,SPECIAAL KANTON: BUZA ANTWERPEN,Volt,10999,15
10437,0,5,3,19,SPECIAAL KANTON: BUZA ANTWERPEN,DierAnimal,10999,27
285,0,3,1,2,SPECIAAL KANTON: BUZA ANTWERPEN,PV&S,10999,6
79,2,0,0,2,SPECIAAL KANTON: BUZA ANTWERPEN,D-SA,10999,4
126,0,1,2,6,SPECIAAL KANTON: BUZA ANTWERPEN,Piratenpartij,10999,9
55390,617,11593,1743,9336,KANTON ANTWERPEN,Open Vld,11002,23289
34119,668,51194,4128,24751,KANTON ANTWERPEN,N-VA,11002,80741
80106,1302,24171,3889,11647,KANTON ANTWERPEN,VLAAMS BELANG,11002,41009
56946,356,7775,1019,6239,KANTON ANTWERPEN,CD&V,11002,15389
57096,713,24622,3524,7185,KANTON ANTWERPEN,PVDA,11002,36044
12049,1958,25292,5005,15174,KANTON ANTWERPEN,GROEN,11002,47429
47908,1295,15303,2773,9381,KANTON ANTWERPEN,sp.a,11002,28752
278,29,253,47,169,KANTON ANTWERPEN,Volt,11002,498
16789,181,1666,279,1291,KANTON ANTWERPEN,DierAnimal,11002,3417
78963,468,1345,310,244,KANTON ANTWERPEN,PV&S,11002,2367
44922,1192,865,245,288,KANTON ANTWERPEN,D-SA,11002,2590
88547,224,855,187,726,KANTON ANTWERPEN,Piratenpartij,11002,1992
76245,78,1614,231,1627,KANTON BOOM,Open Vld,11005,3550
49757,84,7403,578,4149,KANTON BOOM,N-VA,11005,12214
92454,140,5239,664,2822,KANTON BOOM,VLAAMS BELANG,11005,8865
90623,240,1822,592,1586,KANTON BOOM,CD&V,11005,4240
10928,55,1740,250,855,KANTON BOOM,PVDA,11005,2900
42889,90,1816,301,1286,KANTON BOOM,GROEN,11005,3493
47895,104,2022,348,1926,KANTON BOOM,sp.a,11005,4400
1175,6,26,9,17,KANTON BOOM,Volt,11005,58
27821,19,242,30,200,KANTON BOOM,DierAnimal,11005,491
89,15,32,8,6,KANTON BOOM,PV&S,11005,61
13704,26,23,8,25,KANTON BOOM,D-SA,11005,82
90820,31,133,21,119,KANTON BOOM,Piratenpartij,11005,304
64036,160,2239,512,2292,KANTON BRECHT,Open Vld,11009,5203
53232,140,15066,1035,7103,KANTON BRECHT,N-VA,11009,23344
4982,284,8637,1141,3797,KANTON BRECHT,VLAAMS BELANG,11009,13859
87855,331,4952,1139,3242,KANTON BRECHT,CD&V,11009,9664
9725,26,2049,212,1149,KANTON BRECHT,PVDA,11009,3436
30544,138,2105,366,2090,KANTON BRECHT,GROEN,11009,4699
69281,212,1336,273,1823,KANTON BRECHT,sp.a,11009,3644
1141,2,32,4,19,KANTON BRECHT,Volt,11009,57
33085,48,386,38,307,KANTON BRECHT,DierAnimal,11009,779
112,6,20,5,6,KANTON BRECHT,PV&S,11009,37
87,23,6,1,10,KANTON BRECHT,D-SA,11009,40
73377,52,184,33,158,KANTON BRECHT,Piratenpartij,11009,427
40393,519,3521,1104,3022,KANTON KAPELLEN,Open Vld,11023,8166
84478,138,20593,1490,8052,KANTON KAPELLEN,N-VA,11023,30273
588,310,10388,1384,3993,KANTON KAPELLEN,VLAAMS BELANG,11023,16075
82024,106,3054,304,2531,KANTON KAPELLEN,CD&V,11023,5995
76495,64,2815,310,1346,KANTON KAPELLEN,PVDA,11023,4535
59135,121,2873,473,2440,KANTON KAPELLEN,GROEN,11023,5907
87835,122,2015,286,2005,KANTON KAPELLEN,sp.a,11023,4428
201,8,52,4,27,KANTON KAPELLEN,Volt,11023,91
93875,45,493,60,382,KANTON KAPELLEN,DierAnimal,11023,980
128,17,26,8,6,KANTON KAPELLEN,PV&S,11023,57
74,42,20,10,22,KANTON KAPELLEN,D-SA,11023,94
39449,52,240,42,195,KANTON KAPELLEN,Piratenpartij,11023,529
71549,256,4254,613,4388,KANTON KONTICH,Open Vld,11024,9511
27561,270,21396,1781,8951,KANTON KONTICH,N-VA,11024,32398
90147,205,6815,921,3592,KANTON KONTICH,VLAAMS BELANG,11024,11533
4087,223,2971,553,3649,KANTON KONTICH,CD&V,11024,7396
18726,78,3085,422,1508,KANTON KONTICH,PVDA,11024,5093
46263,266,5387,1000,4195,KANTON KONTICH,GROEN,11024,10848
46176,298,2067,392,2182,KANTON KONTICH,sp.a,11024,4939
1010,5,50,7,42,KANTON KONTICH,Volt,11024,104
28654,45,414,46,390,KANTON KONTICH,DierAnimal,11024,895
173,15,46,16,16,KANTON KONTICH,PV&S,11024,93
1994,38,31,7,23,KANTON KONTICH,D-SA,11024,99
77919,72,216,35,240,KANTON KONTICH,Piratenpartij,11024,563
14391,292,2951,546,3065,KANTON ZANDHOVEN,Open Vld,11054,6854
28030,339,16836,1532,8645,KANTON ZANDHOVEN,N-VA,11054,27352
86168,254,7293,1193,3483,KANTON ZANDHOVEN,VLAAMS BELANG,11054,12223
8648,259,2986,595,2815,KANTON ZANDHOVEN,CD&V,11054,6655
85513,37,1762,210,912,KANTON ZANDHOVEN,PVDA,11054,2921
4347,143,2557,406,2299,KANTON ZANDHOVEN,GROEN,11054,5405
32166,75,1344,173,1411,KANTON ZANDHOVEN,sp.a,11054,3003
163,1,25,4,43,KANTON ZANDHOVEN,Volt,11054,73
94539,50,347,39,265,KANTON ZANDHOVEN,DierAnimal,11054,701
2743,12,31,1,5,KANTON ZANDHOVEN,PV&S,11054,49
617,20,16,3,12,KANTON ZANDHOVEN,D-SA,11054,51
56198,54,152,25,169,KANTON ZANDHOVEN,Piratenpartij,11054,400
35213,106,1989,291,2234,KANTON DUFFEL,Open Vld,12009,4620
78308,142,6829,767,4162,KANTON DUFFEL,N-VA,12009,11900
50132,97,3382,481,2338,KANTON DUFFEL,VLAAMS BELANG,12009,6298
40250,324,2047,598,2078,KANTON DUFFEL,CD&V,12009,5047
53619,30,1147,135,668,KANTON DUFFEL,PVDA,12009,1980
79569,65,1683,350,1506,KANTON DUFFEL,GROEN,12009,3604
16354,45,847,143,1055,KANTON DUFFEL,sp.a,12009,2090
219,3,21,6,16,KANTON DUFFEL,Volt,12009,46
79295,17,149,20,163,KANTON DUFFEL,DierAnimal,12009,349
144,6,14,7,2,KANTON DUFFEL,PV&S,12009,29
90,10,8,1,14,KANTON DUFFEL,D-SA,12009,33
83007,23,72,19,125,KANTON DUFFEL,Piratenpartij,12009,239
71215,553,1235,380,3502,KANTON HEIST-OP-DEN-BERG,Open Vld,12014,5670
24701,158,8168,778,7694,KANTON HEIST-OP-DEN-BERG,N-VA,12014,16798
12578,103,5729,657,7104,KANTON HEIST-OP-DEN-BERG,VLAAMS BELANG,12014,13593
65918,982,2409,1296,3733,KANTON HEIST-OP-DEN-BERG,CD&V,12014,8420
84501,56,1462,136,1820,KANTON HEIST-OP-DEN-BERG,PVDA,12014,3474
88894,49,1371,224,2621,KANTON HEIST-OP-DEN-BERG,GROEN,12014,4265
85883,41,1543,165,2596,KANTON HEIST-OP-DEN-BERG,sp.a,12014,4345
61567,9,30,2,44,KANTON HEIST-OP-DEN-BERG,Volt,12014,85
39937,28,172,14,424,KANTON HEIST-OP-DEN-BERG,DierAnimal,12014,638
4351,6,5,0,11,KANTON HEIST-OP-DEN-BERG,PV&S,12014,22
98891,14,7,1,15,KANTON HEIST-OP-DEN-BERG,D-SA,12014,37
58059,86,78,15,275,KANTON HEIST-OP-DEN-BERG,Piratenpartij,12014,454
48635,116,1303,350,3379,KANTON LIER,Open Vld,12021,5148
84817,33,6551,383,5976,KANTON LIER,N-VA,12021,12943
2280,97,3125,557,4095,KANTON LIER,VLAAMS BELANG,12021,7874
75896,74,1634,357,2341,KANTON LIER,CD&V,12021,4406
3421,23,1220,161,1317,KANTON LIER,PVDA,12021,2721
94259,46,1845,425,3727,KANTON LIER,GROEN,12021,6043
46558,42,881,206,2034,KANTON LIER,sp.a,12021,3163
62868,6,37,9,143,KANTON LIER,Volt,12021,195
53374,24,197,88,487,KANTON LIER,DierAnimal,12021,796
36078,3,21,10,23,KANTON LIER,PV&S,12021,57
50520,19,7,8,20,KANTON LIER,D-SA,12021,54
49631,43,61,22,227,KANTON LIER,Piratenpartij,12021,353
61650,386,4195,608,4940,KANTON MECHELEN,Open Vld,12025,10129
4995,188,9187,831,6471,KANTON MECHELEN,N-VA,12025,16677
30609,178,5712,759,3886,KANTON MECHELEN,VLAAMS BELANG,12025,10535
8416,126,2860,424,2787,KANTON MECHELEN,CD&V,12025,6197
10966,103,3744,611,1819,KANTON MECHELEN,PVDA,12025,6277
8203,156,5295,875,3376,KANTON MECHELEN,GROEN,12025,9702
32986,214,3877,587,3087,KANTON MECHELEN,sp.a,12025,7765
1128,13,36,5,33,KANTON MECHELEN,Volt,12025,87
33054,33,318,48,420,KANTON MECHELEN,DierAnimal,12025,819
51634,34,65,21,24,KANTON MECHELEN,PV&S,12025,144
6784,62,26,8,39,KANTON MECHELEN,D-SA,12025,135
91693,42,156,31,219,KANTON MECHELEN,Piratenpartij,12025,448
84454,52,892,151,1629,KANTON PUURS-SINT-AMANDS,Open Vld,12041,2724
24323,37,5289,394,3444,KANTON PUURS-SINT-AMANDS,N-VA,12041,9164
53968,94,3601,503,2414,KANTON PUURS-SINT-AMANDS,VLAAMS BELANG,12041,6612
49100,63,4756,356,1898,KANTON PUURS-SINT-AMANDS,CD&V,12041,7073
85635,19,1263,131,662,KANTON PUURS-SINT-AMANDS,PVDA,12041,2075
83016,35,1210,214,1242,KANTON PUURS-SINT-AMANDS,GROEN,12041,2701
80363,37,898,140,1215,KANTON PUURS-SINT-AMANDS,sp.a,12041,2290
1471,2,26,0,18,KANTON PUURS-SINT-AMANDS,Volt,12041,46
29271,23,151,25,154,KANTON PUURS-SINT-AMANDS,DierAnimal,12041,353
133,6,5,1,3,KANTON PUURS-SINT-AMANDS,PV&S,12041,15
135,18,14,5,10,KANTON PUURS-SINT-AMANDS,D-SA,12041,47
79075,21,64,10,64,KANTON PUURS-SINT-AMANDS,Piratenpartij,12041,159
21644,50,843,167,1092,KANTON ARENDONK,Open Vld,13001,2152
79582,73,5775,501,3085,KANTON ARENDONK,N-VA,13001,9434
1062,90,3644,582,2110,KANTON ARENDONK,VLAAMS BELANG,13001,6426
21934,415,2619,935,1895,KANTON ARENDONK,CD&V,13001,5864
43116,15,574,107,484,KANTON ARENDONK,PVDA,13001,1180
24559,36,912,145,862,KANTON ARENDONK,GROEN,13001,1955
97503,39,772,141,915,KANTON ARENDONK,sp.a,13001,1867
185,6,13,1,9,KANTON ARENDONK,Volt,13001,29
88211,18,107,16,96,KANTON ARENDONK,DierAnimal,13001,237
151,5,10,0,8,KANTON ARENDONK,PV&S,13001,23
77,10,7,2,6,KANTON ARENDONK,D-SA,13001,25
28785,12,51,11,54,KANTON ARENDONK,Piratenpartij,13001,128
15481,171,3529,418,2742,KANTON HERENTALS,Open Vld,13011,6860
16602,207,12353,987,7190,KANTON HERENTALS,N-VA,13011,20737
24735,274,8824,1295,5130,KANTON HERENTALS,VLAAMS BELANG,13011,15523
70185,1056,3843,1952,3832,KANTON HERENTALS,CD&V,13011,10683
58770,53,1974,258,1458,KANTON HERENTALS,PVDA,13011,3743
69945,136,2437,542,2709,KANTON HERENTALS,GROEN,13011,5824
68561,179,3875,493,2205,KANTON HERENTALS,sp.a,13011,6752
203,9,41,3,22,KANTON HERENTALS,Volt,13011,75
70121,54,365,54,354,KANTON HERENTALS,DierAnimal,13011,827
144,10,18,3,8,KANTON HERENTALS,PV&S,13011,39
58,40,11,5,21,KANTON HERENTALS,D-SA,13011,77
1855,62,167,28,181,KANTON HERENTALS,Piratenpartij,13011,438
30380,91,2153,303,1502,KANTON HOOGSTRATEN,Open Vld,13014,4049
27172,90,4264,474,2991,KANTON HOOGSTRATEN,N-VA,13014,7819
14436,83,2963,350,1695,KANTON HOOGSTRATEN,VLAAMS BELANG,13014,5091
88367,135,1615,491,1626,KANTON HOOGSTRATEN,CD&V,13014,3867
54423,12,471,61,339,KANTON HOOGSTRATEN,PVDA,13014,883
54336,30,1010,201,857,KANTON HOOGSTRATEN,GROEN,13014,2098
59895,29,406,80,648,KANTON HOOGSTRATEN,sp.a,13014,1163
201,0,13,0,6,KANTON HOOGSTRATEN,Volt,13014,19
64750,12,94,14,69,KANTON HOOGSTRATEN,DierAnimal,13014,189
114,5,8,1,3,KANTON HOOGSTRATEN,PV&S,13014,17
76,6,3,1,4,KANTON HOOGSTRATEN,D-SA,13014,14
3365,14,47,7,38,KANTON HOOGSTRATEN,Piratenpartij,13014,106
54493,109,2506,379,2528,KANTON MOL,Open Vld,13025,5522
60651,404,11305,1444,7524,KANTON MOL,N-VA,13025,20677
84983,261,9090,1306,6110,KANTON MOL,VLAAMS BELANG,13025,16767
50837,208,7290,1081,3422,KANTON MOL,CD&V,13025,12001
19861,107,2566,445,1730,KANTON MOL,PVDA,13025,4848
29762,82,2023,349,2201,KANTON MOL,GROEN,13025,4655
42841,144,2623,481,3099,KANTON MOL,sp.a,13025,6347
335,9,30,4,23,KANTON MOL,Volt,13025,66
54471,48,357,64,334,KANTON MOL,DierAnimal,13025,803
561,13,27,14,8,KANTON MOL,PV&S,13025,62
77,45,17,5,23,KANTON MOL,D-SA,13025,90
44889,61,169,27,162,KANTON MOL,Piratenpartij,13025,419
85047,146,1570,284,2050,KANTON TURNHOUT,Open Vld,13040,4050
13172,184,8578,840,5621,KANTON TURNHOUT,N-VA,13040,15223
89380,247,7553,1057,4140,KANTON TURNHOUT,VLAAMS BELANG,13040,12997
69372,135,3772,563,2870,KANTON TURNHOUT,CD&V,13040,7340
24207,66,2073,322,1162,KANTON TURNHOUT,PVDA,13040,3623
87074,95,2511,429,2031,KANTON TURNHOUT,GROEN,13040,5066
36289,178,1954,363,2283,KANTON TURNHOUT,sp.a,13040,4778
202,2,33,6,26,KANTON TURNHOUT,Volt,13040,67
38810,42,252,43,200,KANTON TURNHOUT,DierAnimal,13040,537
129,26,48,23,17,KANTON TURNHOUT,PV&S,13040,114
60,37,13,3,24,KANTON TURNHOUT,D-SA,13040,77
95352,29,108,19,107,KANTON TURNHOUT,Piratenpartij,13040,263
24156,94,1304,217,1790,KANTON WESTERLO,Open Vld,13049,3405
24789,199,7090,1030,4303,KANTON WESTERLO,N-VA,13049,12622
6917,198,6310,908,4422,KANTON WESTERLO,VLAAMS BELANG,13049,11838
92692,292,3831,965,2492,KANTON WESTERLO,CD&V,13049,7580
68241,38,1257,183,1102,KANTON WESTERLO,PVDA,13049,2580
41725,88,1146,257,1337,KANTON WESTERLO,GROEN,13049,2828
74786,69,1212,235,1662,KANTON WESTERLO,sp.a,13049,3178
573,5,28,5,20,KANTON WESTERLO,Volt,13049,58
25769,27,321,44,314,KANTON WESTERLO,DierAnimal,13049,706
155,6,11,2,6,KANTON WESTERLO,PV&S,13049,25
63,22,9,3,22,KANTON WESTERLO,D-SA,13049,56
87626,44,105,17,124,KANTON WESTERLO,Piratenpartij,13049,290
9528,225,4350,709,3569,CANTON D'ANDERLECHT##KANTON ANDERLECHT,ECOLO,21001,8853
17718,45,444,52,592,CANTON D'ANDERLECHT##KANTON ANDERLECHT,Open Vld,21001,1133
53297,262,1537,371,817,CANTON D'ANDERLECHT##KANTON ANDERLECHT,CDH,21001,2987
84887,313,4034,719,2356,CANTON D'ANDERLECHT##KANTON ANDERLECHT,MR,21001,7422
48685,56,512,66,515,CANTON D'ANDERLECHT##KANTON ANDERLECHT,PARTI POPULAIRE,21001,1149
11997,76,810,143,1374,CANTON D'ANDERLECHT##KANTON ANDERLECHT,N-VA,21001,2403
88211,65,666,102,691,CANTON D'ANDERLECHT##KANTON ANDERLECHT,VLAAMS BELANG,21001,1524
44841,52,406,82,315,CANTON D'ANDERLECHT##KANTON ANDERLECHT,CD&V,21001,855
55270,375,1431,286,1747,CANTON D'ANDERLECHT##KANTON ANDERLECHT,DéFI,21001,3839
60216,345,4513,1475,3334,CANTON D'ANDERLECHT##KANTON ANDERLECHT,PTB*PVDA,21001,9667
46536,60,654,86,396,CANTON D'ANDERLECHT##KANTON ANDERLECHT,LISTES DESTEXHE,21001,1196
86465,560,8063,1674,3499,CANTON D'ANDERLECHT##KANTON ANDERLECHT,PS,21001,13796
23986,247,5976,1039,4924,CANTON DE BRUXELLES##KANTON BRUSSEL,ECOLO,21004,12186
19511,72,609,153,1127,CANTON DE BRUXELLES##KANTON BRUSSEL,Open Vld,21004,1961
9404,312,1996,534,1012,CANTON DE BRUXELLES##KANTON BRUSSEL,CDH,21004,3854
89847,229,3780,661,2234,CANTON DE BRUXELLES##KANTON BRUSSEL,MR,21004,6904
87766,60,471,82,412,CANTON DE BRUXELLES##KANTON BRUSSEL,PARTI POPULAIRE,21004,1025
1634,73,825,184,1479,CANTON DE BRUXELLES##KANTON BRUSSEL,N-VA,21004,2561
1910,62,448,88,532,CANTON DE BRUXELLES##KANTON BRUSSEL,VLAAMS BELANG,21004,1130
45083,86,475,99,468,CANTON DE BRUXELLES##KANTON BRUSSEL,CD&V,21004,1128
5408,552,1549,420,1954,CANTON DE BRUXELLES##KANTON BRUSSEL,DéFI,21004,4475
11819,420,4463,1666,3771,CANTON DE BRUXELLES##KANTON BRUSSEL,PTB*PVDA,21004,10320
40919,94,637,81,358,CANTON DE BRUXELLES##KANTON BRUSSEL,LISTES DESTEXHE,21004,1170
860,665,10002,2187,3419,CANTON DE BRUXELLES##KANTON BRUSSEL,PS,21004,16273
85695,334,7075,1455,8135,CANTON D'IXELLES##KANTON ELSENE,ECOLO,21009,16999
9672,34,358,63,737,CANTON D'IXELLES##KANTON ELSENE,Open Vld,21009,1192
51051,126,1279,411,813,CANTON D'IXELLES##KANTON ELSENE,CDH,21009,2629
71735,352,6497,1314,3623,CANTON D'IXELLES##KANTON ELSENE,MR,21009,11786
61089,39,336,74,435,CANTON D'IXELLES##KANTON ELSENE,PARTI POPULAIRE,21009,884
51332,42,395,85,883,CANTON D'IXELLES##KANTON ELSENE,N-VA,21009,1405
67291,20,185,24,253,CANTON D'IXELLES##KANTON ELSENE,VLAAMS BELANG,21009,482
6417,15,238,58,219,CANTON D'IXELLES##KANTON ELSENE,CD&V,21009,530
46182,709,2762,862,3487,CANTON D'IXELLES##KANTON ELSENE,DéFI,21009,7820
50183,124,1810,530,2395,CANTON D'IXELLES##KANTON ELSENE,PTB*PVDA,21009,4859
11395,47,924,117,530,CANTON D'IXELLES##KANTON ELSENE,LISTES DESTEXHE,21009,1618
31680,265,3719,945,2388,CANTON D'IXELLES##KANTON ELSENE,PS,21009,7317
87798,291,6260,980,5038,CANTON DE MOLENBEEK-SAINT-JEAN##KANTON SINT-JANS-MOLENBEEK,ECOLO,21012,12569
82223,80,935,171,944,CANTON DE MOLENBEEK-SAINT-JEAN##KANTON SINT-JANS-MOLENBEEK,Open Vld,21012,2130
95414,409,3084,690,1566,CANTON DE MOLENBEEK-SAINT-JEAN##KANTON SINT-JANS-MOLENBEEK,CDH,21012,5749
34827,782,4549,1187,2978,CANTON DE MOLENBEEK-SAINT-JEAN##KANTON SINT-JANS-MOLENBEEK,MR,21012,9496
57324,76,617,108,612,CANTON DE MOLENBEEK-SAINT-JEAN##KANTON SINT-JANS-MOLENBEEK,PARTI POPULAIRE,21012,1413
18737,93,1036,215,1941,CANTON DE MOLENBEEK-SAINT-JEAN##KANTON SINT-JANS-MOLENBEEK,N-VA,21012,3285
42992,58,762,117,862,CANTON DE MOLENBEEK-SAINT-JEAN##KANTON SINT-JANS-MOLENBEEK,VLAAMS BELANG,21012,1799
87074,72,562,95,474,CANTON DE MOLENBEEK-SAINT-JEAN##KANTON SINT-JANS-MOLENBEEK,CD&V,21012,1203
66336,471,1780,393,2572,CANTON DE MOLENBEEK-SAINT-JEAN##KANTON SINT-JANS-MOLENBEEK,DéFI,21012,5216
40485,527,5440,1905,4512,CANTON DE MOLENBEEK-SAINT-JEAN##KANTON SINT-JANS-MOLENBEEK,PTB*PVDA,21012,12384
58920,118,889,99,568,CANTON DE MOLENBEEK-SAINT-JEAN##KANTON SINT-JANS-MOLENBEEK,LISTES DESTEXHE,21012,1674
60181,762,12661,3118,4793,CANTON DE MOLENBEEK-SAINT-JEAN##KANTON SINT-JANS-MOLENBEEK,PS,21012,21334
39974,74,2074,412,2057,CANTON DE SAINT-GILLES##KANTON SINT-GILLIS,ECOLO,21013,4617
48687,13,94,19,150,CANTON DE SAINT-GILLES##KANTON SINT-GILLIS,Open Vld,21013,276
72187,30,263,60,196,CANTON DE SAINT-GILLES##KANTON SINT-GILLIS,CDH,21013,549
57050,60,742,127,467,CANTON DE SAINT-GILLES##KANTON SINT-GILLIS,MR,21013,1396
36922,13,111,20,80,CANTON DE SAINT-GILLES##KANTON SINT-GILLIS,PARTI POPULAIRE,21013,224
75281,17,115,19,186,CANTON DE SAINT-GILLES##KANTON SINT-GILLIS,N-VA,21013,337
45419,9,72,11,65,CANTON DE SAINT-GILLES##KANTON SINT-GILLIS,VLAAMS BELANG,21013,157
33705,10,48,11,49,CANTON DE SAINT-GILLES##KANTON SINT-GILLIS,CD&V,21013,118
17310,57,337,57,373,CANTON DE SAINT-GILLES##KANTON SINT-GILLIS,DéFI,21013,824
75034,139,1201,468,1143,CANTON DE SAINT-GILLES##KANTON SINT-GILLIS,PTB*PVDA,21013,2951
19402,14,146,23,48,CANTON DE SAINT-GILLES##KANTON SINT-GILLIS,LISTES DESTEXHE,21013,231
77416,127,2060,444,937,CANTON DE SAINT-GILLES##KANTON SINT-GILLIS,PS,21013,3568
69167,288,5749,1200,6826,CANTON DE SAINT-JOSSE-TEN-NOODE##KANTON SINT-JOOST-TEN-NODE,ECOLO,21014,14063
20813,39,556,92,903,CANTON DE SAINT-JOSSE-TEN-NOODE##KANTON SINT-JOOST-TEN-NODE,Open Vld,21014,1590
3414,180,2717,671,1358,CANTON DE SAINT-JOSSE-TEN-NOODE##KANTON SINT-JOOST-TEN-NODE,CDH,21014,4926
58316,302,8497,1512,4637,CANTON DE SAINT-JOSSE-TEN-NOODE##KANTON SINT-JOOST-TEN-NODE,MR,21014,14948
92719,42,412,69,408,CANTON DE SAINT-JOSSE-TEN-NOODE##KANTON SINT-JOOST-TEN-NODE,PARTI POPULAIRE,21014,931
7067,47,536,94,1069,CANTON DE SAINT-JOSSE-TEN-NOODE##KANTON SINT-JOOST-TEN-NODE,N-VA,21014,1746
31094,20,292,41,321,CANTON DE SAINT-JOSSE-TEN-NOODE##KANTON SINT-JOOST-TEN-NODE,VLAAMS BELANG,21014,674
22624,44,387,91,393,CANTON DE SAINT-JOSSE-TEN-NOODE##KANTON SINT-JOOST-TEN-NODE,CD&V,21014,915
66786,1474,3127,1140,4886,CANTON DE SAINT-JOSSE-TEN-NOODE##KANTON SINT-JOOST-TEN-NODE,DéFI,21014,10627
51806,122,1809,589,1964,CANTON DE SAINT-JOSSE-TEN-NOODE##KANTON SINT-JOOST-TEN-NODE,PTB*PVDA,21014,4484
41835,70,1259,148,639,CANTON DE SAINT-JOSSE-TEN-NOODE##KANTON SINT-JOOST-TEN-NODE,LISTES DESTEXHE,21014,2116
74244,207,5956,968,2227,CANTON DE SAINT-JOSSE-TEN-NOODE##KANTON SINT-JOOST-TEN-NODE,PS,21014,9358
66426,346,6184,1160,5875,CANTON DE SCHAERBEEK##KANTON SCHAARBEEK,ECOLO,21015,13565
46293,70,469,92,712,CANTON DE SCHAERBEEK##KANTON SCHAARBEEK,Open Vld,21015,1343
68251,225,1865,334,1015,CANTON DE SCHAERBEEK##KANTON SCHAARBEEK,CDH,21015,3439
68981,172,3754,593,2379,CANTON DE SCHAERBEEK##KANTON SCHAARBEEK,MR,21015,6898
99217,65,447,83,481,CANTON DE SCHAERBEEK##KANTON SCHAARBEEK,PARTI POPULAIRE,21015,1076
67096,55,618,119,1033,CANTON DE SCHAERBEEK##KANTON SCHAARBEEK,N-VA,21015,1825
17432,55,410,72,426,CANTON DE SCHAERBEEK##KANTON SCHAARBEEK,VLAAMS BELANG,21015,963
39616,65,375,71,333,CANTON DE SCHAERBEEK##KANTON SCHAARBEEK,CD&V,21015,844
51038,590,2808,552,3294,CANTON DE SCHAERBEEK##KANTON SCHAARBEEK,DéFI,21015,7244
83179,356,4190,1417,3499,CANTON DE SCHAERBEEK##KANTON SCHAARBEEK,PTB*PVDA,21015,9462
24032,109,723,87,364,CANTON DE SCHAERBEEK##KANTON SCHAARBEEK,LISTES DESTEXHE,21015,1283
90236,554,10709,1618,3230,CANTON DE SCHAERBEEK##KANTON SCHAARBEEK,PS,21015,16111
873,254,6358,1056,6849,CANTON D'UCCLE##KANTON UKKEL,ECOLO,21016,14517
74285,21,326,53,527,CANTON D'UCCLE##KANTON UKKEL,Open Vld,21016,927
92728,217,1213,377,828,CANTON D'UCCLE##KANTON UKKEL,CDH,21016,2635
90038,538,7419,1758,4114,CANTON D'UCCLE##KANTON UKKEL,MR,21016,13829
96234,26,362,52,422,CANTON D'UCCLE##KANTON UKKEL,PARTI POPULAIRE,21016,862
27089,32,356,69,863,CANTON D'UCCLE##KANTON UKKEL,N-VA,21016,1320
1071,18,189,40,244,CANTON D'UCCLE##KANTON UKKEL,VLAAMS BELANG,21016,491
14158,14,198,32,172,CANTON D'UCCLE##KANTON UKKEL,CD&V,21016,416
85002,585,2771,568,3032,CANTON D'UCCLE##KANTON UKKEL,DéFI,21016,6956
84299,140,2187,644,2522,CANTON D'UCCLE##KANTON UKKEL,PTB*PVDA,21016,5493
75477,45,1281,112,610,CANTON D'UCCLE##KANTON UKKEL,LISTES DESTEXHE,21016,2048
45166,316,4339,986,2622,CANTON D'UCCLE##KANTON UKKEL,PS,21016,8263
86274,123,757,473,3725,CANTON DE BRUXELLES (E5)##KANTON BRUSSEL (E5),ECOLO,21998,5078
30797,18,63,51,322,CANTON DE BRUXELLES (E5)##KANTON BRUSSEL (E5),Open Vld,21998,454
52750,25,175,82,365,CANTON DE BRUXELLES (E5)##KANTON BRUSSEL (E5),CDH,21998,647
9951,168,1496,408,2497,CANTON DE BRUXELLES (E5)##KANTON BRUSSEL (E5),MR,21998,4569
75177,15,77,70,223,CANTON DE BRUXELLES (E5)##KANTON BRUSSEL (E5),PARTI POPULAIRE,21998,385
78152,11,74,50,349,CANTON DE BRUXELLES (E5)##KANTON BRUSSEL (E5),N-VA,21998,484
23076,12,91,53,180,CANTON DE BRUXELLES (E5)##KANTON BRUSSEL (E5),VLAAMS BELANG,21998,336
8713,9,85,37,127,CANTON DE BRUXELLES (E5)##KANTON BRUSSEL (E5),CD&V,21998,258
30828,44,135,63,588,CANTON DE BRUXELLES (E5)##KANTON BRUSSEL (E5),DéFI,21998,830
40008,17,76,59,382,CANTON DE BRUXELLES (E5)##KANTON BRUSSEL (E5),PTB*PVDA,21998,534
45398,10,134,36,192,CANTON DE BRUXELLES (E5)##KANTON BRUSSEL (E5),LISTES DESTEXHE,21998,372
7441,42,294,233,680,CANTON DE BRUXELLES (E5)##KANTON BRUSSEL (E5),PS,21998,1249
